customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Predicted,Risk_Tier,Revenue_At_Risk,Retention_Action
7120-RFMVS,Male,0,No,No,1,Month-to-month,Fiber optic,Electronic check,84.5,84.5,Yes,0.8619,Yes,Critical,873.97,Immediate call — offer 2-year contract discount
7924-GJZFI,Female,1,Yes,No,25,Month-to-month,Fiber optic,Electronic check,69.3,1813.1,No,0.7508,Yes,Critical,624.37,Immediate call — offer 2-year contract discount
4702-HDRKD,Male,0,No,No,67,One year,DSL,Bank transfer (automatic),49.35,3321.35,No,0.0739,No,Low,43.76,Standard engagement — quarterly check-in
8512-WIWYV,Male,0,No,No,32,One year,No,Credit card (automatic),20.35,707.5,No,0.0734,No,Low,17.92,Standard engagement — quarterly check-in
5897-ZYEKH,Female,1,Yes,No,67,One year,Fiber optic,Electronic check,105.6,7112.15,No,0.4125,No,Medium,522.72,Loyalty email — highlight service value
5456-ITGIC,Male,1,Yes,No,72,Two year,DSL,Credit card (automatic),64.45,4641.1,No,0.0533,No,Low,41.22,Standard engagement — quarterly check-in
7317-GGVPB,Male,0,Yes,No,71,Two year,Fiber optic,Credit card (automatic),108.6,7690.9,Yes,0.1906,No,Low,248.39,Standard engagement — quarterly check-in
1406-PUQVY,Male,0,No,Yes,1,Month-to-month,DSL,Electronic check,49.9,49.9,No,0.6083,Yes,High,364.25,Send retention offer — add TechSupport bundle
1322-AGOQM,Male,0,No,No,46,Month-to-month,DSL,Bank transfer (automatic),30.3,1380.1,Yes,0.2567,No,Medium,93.34,Loyalty email — highlight service value
3677-IYRBF,Female,1,No,No,2,Month-to-month,DSL,Electronic check,30.4,78.65,Yes,0.8098,Yes,Critical,295.42,Immediate call — offer 2-year contract discount
5692-FPTAH,Female,0,No,No,1,Month-to-month,DSL,Mailed check,45.4,45.4,Yes,0.7147,Yes,Critical,389.37,Immediate call — offer 2-year contract discount
9114-AAFQH,Female,0,Yes,No,48,One year,DSL,Electronic check,65.65,3094.65,No,0.2028,No,Low,159.77,Standard engagement — quarterly check-in
8715-KKTFG,Female,0,Yes,No,61,One year,Fiber optic,Bank transfer (automatic),103.3,6518.35,No,0.3998,No,Medium,495.59,Loyalty email — highlight service value
1550-LOAHA,Female,0,Yes,No,32,Month-to-month,Fiber optic,Bank transfer (automatic),84.15,2585.95,Yes,0.5823,Yes,High,588.01,Send retention offer — add TechSupport bundle
1728-BQDMA,Female,0,No,No,2,Month-to-month,DSL,Electronic check,44.45,82.7,No,0.6014,Yes,High,320.79,Send retention offer — add TechSupport bundle
0268-QKIWO,Female,0,No,No,3,Month-to-month,No,Electronic check,19.75,58.85,Yes,0.3633,No,Medium,86.1,Loyalty email — highlight service value
0876-WDUUZ,Female,0,No,No,5,Month-to-month,Fiber optic,Credit card (automatic),85.4,425.9,Yes,0.7954,Yes,Critical,815.13,Immediate call — offer 2-year contract discount
5117-ZSMHQ,Female,0,Yes,Yes,71,Two year,DSL,Bank transfer (automatic),89.9,6342.7,No,0.0249,No,Low,26.86,Standard engagement — quarterly check-in
5151-HQRDG,Male,0,Yes,No,37,Month-to-month,DSL,Mailed check,55.05,2030.75,No,0.388,No,Medium,256.31,Loyalty email — highlight service value
0960-HUWBM,Male,0,Yes,Yes,65,Two year,Fiber optic,Bank transfer (automatic),104.1,6700.05,No,0.181,No,Low,226.11,Standard engagement — quarterly check-in
6465-GSRCL,Female,0,No,Yes,67,One year,Fiber optic,Bank transfer (automatic),106.6,7244.7,No,0.2981,No,Medium,381.33,Loyalty email — highlight service value
0617-FHSGK,Male,0,No,Yes,49,Month-to-month,Fiber optic,Credit card (automatic),75.2,3678.3,Yes,0.4477,No,Medium,404.0,Loyalty email — highlight service value
0263-FJTQO,Male,0,Yes,Yes,50,Two year,DSL,Credit card (automatic),70.5,3486.65,No,0.0564,No,Low,47.71,Standard engagement — quarterly check-in
7319-ZNRTR,Male,0,Yes,Yes,25,One year,No,Electronic check,19.6,411.15,No,0.0813,No,Low,19.12,Standard engagement — quarterly check-in
2858-MOFSQ,Female,0,No,Yes,17,One year,DSL,Mailed check,55.85,937.5,Yes,0.3966,No,Medium,265.8,Loyalty email — highlight service value
7503-EPSZW,Female,0,Yes,Yes,64,Two year,No,Mailed check,24.05,1559.15,No,0.0171,No,Low,4.94,Standard engagement — quarterly check-in
7089-XXAYG,Male,0,Yes,No,25,One year,DSL,Credit card (automatic),38.1,970.4,No,0.4596,No,Medium,210.13,Loyalty email — highlight service value
8118-LSUEL,Male,1,No,No,23,Month-to-month,Fiber optic,Electronic check,106.4,2483.5,Yes,0.8722,Yes,Critical,1113.62,Immediate call — offer 2-year contract discount
8070-AAWZP,Male,1,Yes,No,24,Month-to-month,DSL,Mailed check,34.25,828.2,No,0.4925,No,Medium,202.42,Loyalty email — highlight service value
1666-JXLKU,Female,0,No,No,37,Month-to-month,Fiber optic,Electronic check,100.05,3810.55,No,0.8145,Yes,Critical,977.89,Immediate call — offer 2-year contract discount
7855-DIWPO,Female,0,No,No,21,Month-to-month,Fiber optic,Electronic check,68.65,1493.2,No,0.7313,Yes,Critical,602.44,Immediate call — offer 2-year contract discount
5133-POWUA,Male,0,No,No,1,Month-to-month,DSL,Mailed check,45.8,45.8,No,0.7226,Yes,Critical,397.14,Immediate call — offer 2-year contract discount
5652-MSDEY,Female,0,No,No,10,Month-to-month,Fiber optic,Mailed check,75.75,777.3,No,0.8522,Yes,Critical,774.65,Immediate call — offer 2-year contract discount
7005-CCBKV,Male,0,No,No,6,Month-to-month,Fiber optic,Electronic check,84.4,556.35,Yes,0.8379,Yes,Critical,848.63,Immediate call — offer 2-year contract discount
1810-BOHSY,Male,0,Yes,No,51,One year,Fiber optic,Credit card (automatic),96.4,4911.05,No,0.3764,No,Medium,435.42,Loyalty email — highlight service value
1784-BXEFA,Female,0,No,No,10,Month-to-month,No,Mailed check,20.55,187.35,No,0.405,No,Medium,99.87,Loyalty email — highlight service value
7351-MHQVU,Female,0,No,No,6,Month-to-month,DSL,Credit card (automatic),50.95,307.6,No,0.506,Yes,High,309.37,Send retention offer — add TechSupport bundle
9224-VTYID,Male,0,Yes,Yes,47,Two year,DSL,Mailed check,90.5,4318.35,No,0.0895,No,Low,97.2,Standard engagement — quarterly check-in
9500-IWPXQ,Female,0,Yes,Yes,61,One year,DSL,Electronic check,79.4,4820.55,No,0.077,No,Low,73.37,Standard engagement — quarterly check-in
5762-TJXGK,Female,0,No,No,52,Two year,DSL,Bank transfer (automatic),58.75,3038.55,No,0.0973,No,Low,68.6,Standard engagement — quarterly check-in
4504-YOULA,Female,0,Yes,Yes,35,Month-to-month,DSL,Credit card (automatic),59.45,2136.9,No,0.2755,No,Medium,196.54,Loyalty email — highlight service value
5569-IDSEY,Male,0,Yes,No,71,One year,Fiber optic,Bank transfer (automatic),105.7,7472.15,No,0.4089,No,Medium,518.65,Loyalty email — highlight service value
4250-FDVOU,Female,0,No,No,6,Month-to-month,DSL,Electronic check,56.25,389.1,Yes,0.4293,No,Medium,289.78,Loyalty email — highlight service value
7284-ZZLOH,Male,0,Yes,No,45,Two year,DSL,Credit card (automatic),53.3,2296.25,No,0.0404,No,Low,25.84,Standard engagement — quarterly check-in
5277-ZLOOR,Female,1,No,No,2,Month-to-month,Fiber optic,Electronic check,85.55,187.45,Yes,0.9118,Yes,Critical,936.05,Immediate call — offer 2-year contract discount
2141-RRYGO,Female,0,No,No,4,Month-to-month,DSL,Bank transfer (automatic),68.65,261.25,Yes,0.7088,Yes,Critical,583.91,Immediate call — offer 2-year contract discount
1777-JYQPJ,Male,0,No,No,2,Month-to-month,DSL,Mailed check,24.3,38.45,No,0.7395,Yes,Critical,215.64,Immediate call — offer 2-year contract discount
6376-GAHQE,Male,0,No,No,4,Month-to-month,Fiber optic,Electronic check,77.85,299.2,Yes,0.808,Yes,Critical,754.83,Immediate call — offer 2-year contract discount
3401-URHDA,Male,0,No,No,51,One year,DSL,Credit card (automatic),59.9,3043.6,No,0.0686,No,Low,49.31,Standard engagement — quarterly check-in
1599-EAHXY,Male,0,Yes,Yes,60,One year,No,Credit card (automatic),23.95,1506.4,No,0.026,No,Low,7.47,Standard engagement — quarterly check-in
8631-XVRZL,Male,0,No,No,9,One year,No,Mailed check,20.15,163.7,No,0.2524,No,Medium,61.03,Loyalty email — highlight service value
5052-PNLOS,Male,0,No,No,3,Month-to-month,Fiber optic,Bank transfer (automatic),105.35,323.25,Yes,0.8864,Yes,Critical,1120.59,Immediate call — offer 2-year contract discount
3853-LYGAM,Male,0,No,No,17,Month-to-month,Fiber optic,Bank transfer (automatic),95.65,1640.0,No,0.7699,Yes,Critical,883.69,Immediate call — offer 2-year contract discount
6979-ZNSFF,Female,0,No,No,8,Month-to-month,Fiber optic,Electronic check,87.05,762.1,Yes,0.8852,Yes,Critical,924.68,Immediate call — offer 2-year contract discount
5751-USDBL,Male,0,Yes,Yes,46,Two year,DSL,Mailed check,81.0,3846.35,No,0.0569,No,Low,55.31,Standard engagement — quarterly check-in
5680-LQOGP,Female,0,No,No,68,Two year,DSL,Credit card (automatic),82.45,5646.6,No,0.0346,No,Low,34.23,Standard engagement — quarterly check-in
2386-LAHRK,Male,0,No,No,1,Month-to-month,DSL,Mailed check,53.5,53.5,Yes,0.7606,Yes,Critical,488.31,Immediate call — offer 2-year contract discount
8189-DUKMV,Female,0,Yes,No,4,One year,No,Bank transfer (automatic),20.5,79.05,No,0.1869,No,Low,45.98,Standard engagement — quarterly check-in
6032-IGALN,Female,0,No,No,1,Month-to-month,DSL,Mailed check,25.1,25.1,Yes,0.8087,Yes,Critical,243.58,Immediate call — offer 2-year contract discount
9931-DCEZH,Male,0,No,Yes,28,One year,DSL,Credit card (automatic),54.4,1516.6,No,0.1498,No,Low,97.79,Standard engagement — quarterly check-in
1898-JSNDC,Female,0,No,No,39,One year,DSL,Credit card (automatic),58.6,2224.5,No,0.2215,No,Low,155.76,Standard engagement — quarterly check-in
0315-LVCRK,Male,0,No,No,11,Month-to-month,Fiber optic,Electronic check,84.8,888.75,No,0.7758,Yes,Critical,789.45,Immediate call — offer 2-year contract discount
3911-RSNHI,Female,0,Yes,No,71,Two year,DSL,Credit card (automatic),61.4,4310.35,No,0.0695,No,Low,51.21,Standard engagement — quarterly check-in
2410-CIYFZ,Male,0,No,Yes,2,Month-to-month,No,Mailed check,20.4,42.9,No,0.3454,No,Medium,84.55,Loyalty email — highlight service value
4248-HCETZ,Male,1,Yes,No,30,Month-to-month,Fiber optic,Mailed check,79.65,2365.15,Yes,0.7068,Yes,Critical,675.56,Immediate call — offer 2-year contract discount
5505-OVWQW,Female,0,No,No,17,One year,No,Mailed check,20.15,353.65,No,0.1416,No,Low,34.24,Standard engagement — quarterly check-in
7271-AJDTL,Female,0,Yes,No,55,Month-to-month,Fiber optic,Credit card (automatic),94.45,5073.1,No,0.6023,Yes,High,682.65,Send retention offer — add TechSupport bundle
1867-TJHTS,Female,0,No,No,58,Month-to-month,Fiber optic,Bank transfer (automatic),79.8,4526.85,No,0.3981,No,Medium,381.22,Loyalty email — highlight service value
0516-WJVXC,Female,0,No,No,5,Month-to-month,DSL,Electronic check,54.2,308.25,Yes,0.3717,No,Medium,241.75,Loyalty email — highlight service value
9174-FKWZE,Female,1,No,No,1,Month-to-month,No,Electronic check,19.45,19.45,Yes,0.5118,Yes,High,119.45,Send retention offer — add TechSupport bundle
6860-YRJZP,Male,1,No,No,9,Month-to-month,Fiber optic,Electronic check,74.05,678.45,No,0.8645,Yes,Critical,768.19,Immediate call — offer 2-year contract discount
4429-WYGFR,Male,0,No,No,26,Month-to-month,DSL,Bank transfer (automatic),49.15,1237.3,No,0.2737,No,Medium,161.43,Loyalty email — highlight service value
2817-LVCPP,Female,0,No,No,50,Two year,No,Credit card (automatic),19.4,1023.95,No,0.0164,No,Low,3.82,Standard engagement — quarterly check-in
5038-ETMLM,Female,0,Yes,No,72,Two year,Fiber optic,Bank transfer (automatic),113.65,8182.75,No,0.1237,No,Low,168.7,Standard engagement — quarterly check-in
5056-FIMPT,Female,0,No,Yes,43,One year,Fiber optic,Credit card (automatic),106.0,4532.3,No,0.2825,No,Medium,359.34,Loyalty email — highlight service value
4521-WFJAI,Male,0,No,No,56,Two year,No,Bank transfer (automatic),25.95,1444.05,No,0.0247,No,Low,7.69,Standard engagement — quarterly check-in
6569-KTMDU,Female,0,No,No,1,Month-to-month,No,Mailed check,19.1,19.1,No,0.398,No,Medium,91.22,Loyalty email — highlight service value
8809-RIHDD,Male,0,Yes,Yes,72,Two year,Fiber optic,Electronic check,103.4,7372.65,Yes,0.2088,No,Low,259.08,Standard engagement — quarterly check-in
8809-XKHMD,Male,0,Yes,No,72,Two year,Fiber optic,Bank transfer (automatic),100.55,7325.1,No,0.0959,No,Low,115.71,Standard engagement — quarterly check-in
0396-YCHWO,Male,0,Yes,No,36,Month-to-month,Fiber optic,Electronic check,95.4,3474.2,No,0.8303,Yes,Critical,950.53,Immediate call — offer 2-year contract discount
0867-LDTTC,Male,0,No,No,5,Month-to-month,DSL,Bank transfer (automatic),75.15,392.65,No,0.5739,Yes,High,517.54,Send retention offer — add TechSupport bundle
4822-NGOCH,Female,0,No,No,13,Month-to-month,Fiber optic,Electronic check,84.45,1058.6,Yes,0.7918,Yes,Critical,802.41,Immediate call — offer 2-year contract discount
9391-DXGGG,Female,1,No,No,44,One year,Fiber optic,Credit card (automatic),89.15,3990.75,No,0.3678,No,Medium,393.47,Loyalty email — highlight service value
9844-FELAJ,Female,1,Yes,Yes,70,One year,Fiber optic,Electronic check,107.9,7475.85,No,0.3268,No,Medium,423.14,Loyalty email — highlight service value
2122-SZZZD,Male,0,No,No,44,One year,No,Credit card (automatic),19.5,835.5,No,0.0444,No,Low,10.39,Standard engagement — quarterly check-in
5307-DZCVC,Female,1,Yes,No,32,Month-to-month,Fiber optic,Credit card (automatic),85.95,2628.6,Yes,0.8045,Yes,Critical,829.76,Immediate call — offer 2-year contract discount
3148-AOIQT,Female,0,Yes,No,69,Two year,No,Credit card (automatic),24.95,1718.35,No,0.0156,No,Low,4.67,Standard engagement — quarterly check-in
8679-JOEVF,Female,1,No,No,16,Month-to-month,DSL,Electronic check,59.4,1023.9,Yes,0.4986,No,Medium,355.4,Loyalty email — highlight service value
8395-ETZKQ,Male,1,Yes,Yes,68,One year,No,Bank transfer (automatic),19.5,1193.55,No,0.0148,No,Low,3.46,Standard engagement — quarterly check-in
6692-YQHXC,Male,0,No,No,16,Month-to-month,Fiber optic,Credit card (automatic),69.95,1205.5,No,0.7596,Yes,Critical,637.61,Immediate call — offer 2-year contract discount
3889-VWBID,Male,0,Yes,Yes,68,Two year,DSL,Bank transfer (automatic),82.85,5776.45,No,0.0231,No,Low,22.97,Standard engagement — quarterly check-in
5222-JCXZT,Male,0,No,No,4,Month-to-month,No,Mailed check,19.0,78.9,No,0.3751,No,Medium,85.52,Loyalty email — highlight service value
9754-CLVZW,Female,0,Yes,Yes,26,Month-to-month,DSL,Credit card (automatic),38.85,1025.15,No,0.2202,No,Low,102.66,Standard engagement — quarterly check-in
1432-FPAXX,Female,0,No,No,29,Month-to-month,DSL,Electronic check,30.6,856.35,Yes,0.5265,Yes,High,193.33,Send retention offer — add TechSupport bundle
2739-CCZMB,Male,0,No,Yes,5,Month-to-month,No,Credit card (automatic),20.35,122.0,No,0.2844,No,Medium,69.45,Loyalty email — highlight service value
7080-TNUWP,Male,0,Yes,No,70,One year,Fiber optic,Bank transfer (automatic),95.0,6602.9,No,0.3165,No,Medium,360.81,Loyalty email — highlight service value
0496-AHOOK,Male,0,Yes,No,24,One year,DSL,Bank transfer (automatic),74.4,1712.9,No,0.1907,No,Low,170.26,Standard engagement — quarterly check-in
8336-TAVKX,Female,1,Yes,No,72,Two year,DSL,Bank transfer (automatic),78.45,5682.25,No,0.0239,No,Low,22.5,Standard engagement — quarterly check-in
2468-SJFLM,Male,0,No,No,1,Month-to-month,Fiber optic,Mailed check,74.3,74.3,No,0.7973,Yes,Critical,710.87,Immediate call — offer 2-year contract discount
3181-VTHOE,Male,0,Yes,No,70,One year,DSL,Bank transfer (automatic),51.05,3635.15,No,0.097,No,Low,59.42,Standard engagement — quarterly check-in
7168-HDQHG,Female,0,Yes,Yes,36,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,0.0908,No,Low,20.92,Standard engagement — quarterly check-in
4803-AXVYP,Female,1,No,No,38,Month-to-month,Fiber optic,Electronic check,99.55,3734.25,Yes,0.7759,Yes,Critical,926.89,Immediate call — offer 2-year contract discount
3884-HCSWG,Female,0,No,No,17,Month-to-month,Fiber optic,Electronic check,70.0,1144.5,Yes,0.7591,Yes,Critical,637.64,Immediate call — offer 2-year contract discount
4567-AKPIA,Female,0,Yes,Yes,41,One year,Fiber optic,Bank transfer (automatic),109.1,4454.25,No,0.4276,No,Medium,559.81,Loyalty email — highlight service value
5077-DXTCG,Female,0,No,No,1,Month-to-month,DSL,Electronic check,45.3,45.3,Yes,0.6973,Yes,High,379.05,Send retention offer — add TechSupport bundle
1142-WACZW,Male,0,No,No,2,Month-to-month,DSL,Bank transfer (automatic),29.85,75.6,Yes,0.6064,Yes,High,217.21,Send retention offer — add TechSupport bundle
7901-HXJVA,Male,0,No,No,14,Month-to-month,Fiber optic,Electronic check,76.45,1117.55,No,0.7158,Yes,Critical,656.67,Immediate call — offer 2-year contract discount
5649-ANRML,Male,1,No,No,2,Month-to-month,Fiber optic,Credit card (automatic),95.1,180.25,Yes,0.8046,Yes,Critical,918.21,Immediate call — offer 2-year contract discount
4892-VLANZ,Male,0,No,No,1,Month-to-month,No,Mailed check,19.8,19.8,Yes,0.4091,No,Medium,97.2,Loyalty email — highlight service value
5924-IFQTT,Male,0,Yes,Yes,13,Month-to-month,DSL,Electronic check,72.8,930.05,No,0.5313,Yes,High,464.14,Send retention offer — add TechSupport bundle
7968-QUXNS,Male,0,No,No,6,Month-to-month,No,Mailed check,18.95,110.15,No,0.3554,No,Medium,80.82,Loyalty email — highlight service value
2919-HBCJO,Female,0,No,No,4,Month-to-month,Fiber optic,Bank transfer (automatic),76.65,333.6,Yes,0.7837,Yes,Critical,720.85,Immediate call — offer 2-year contract discount
4236-XPXAV,Female,0,Yes,Yes,5,Month-to-month,Fiber optic,Mailed check,99.15,465.05,Yes,0.7979,Yes,Critical,949.34,Immediate call — offer 2-year contract discount
8903-WMRNW,Female,0,Yes,No,15,Month-to-month,Fiber optic,Electronic check,101.75,1669.4,No,0.7441,Yes,Critical,908.55,Immediate call — offer 2-year contract discount
2452-SNHFZ,Female,0,No,No,47,Month-to-month,Fiber optic,Credit card (automatic),75.45,3545.1,No,0.3472,No,Medium,314.35,Loyalty email — highlight service value
3629-WEAAM,Female,0,No,No,8,Month-to-month,DSL,Mailed check,64.1,504.05,No,0.53,Yes,High,407.68,Send retention offer — add TechSupport bundle
6029-CSMJE,Male,0,No,No,17,Month-to-month,DSL,Mailed check,25.65,440.2,No,0.6995,Yes,High,215.31,Send retention offer — add TechSupport bundle
7993-NQLJE,Male,0,Yes,Yes,15,Month-to-month,Fiber optic,Mailed check,75.1,1151.55,No,0.581,Yes,High,523.6,Send retention offer — add TechSupport bundle
9909-DFRJA,Female,0,No,No,26,One year,Fiber optic,Bank transfer (automatic),95.85,2475.35,No,0.3698,No,Medium,425.34,Loyalty email — highlight service value
9099-FTUHS,Female,0,No,No,23,Month-to-month,DSL,Electronic check,54.4,1249.25,No,0.377,No,Medium,246.11,Loyalty email — highlight service value
0581-BXBUB,Female,1,No,No,4,Month-to-month,Fiber optic,Electronic check,72.75,317.75,No,0.7606,Yes,Critical,664.0,Immediate call — offer 2-year contract discount
4962-CHQPW,Male,0,No,Yes,29,One year,No,Mailed check,19.85,535.05,No,0.0738,No,Low,17.58,Standard engagement — quarterly check-in
9467-ROOLM,Female,0,No,No,25,Month-to-month,No,Mailed check,19.05,461.3,No,0.1968,No,Low,44.99,Standard engagement — quarterly check-in
3030-YZADT,Male,0,No,No,9,Month-to-month,DSL,Mailed check,44.95,431.0,Yes,0.5709,Yes,High,307.94,Send retention offer — add TechSupport bundle
7410-KTVFV,Male,0,Yes,No,18,Month-to-month,DSL,Mailed check,49.55,878.35,Yes,0.5756,Yes,High,342.25,Send retention offer — add TechSupport bundle
5150-ITWWB,Male,1,No,No,3,Month-to-month,Fiber optic,Electronic check,94.85,335.75,No,0.9307,Yes,Critical,1059.32,Immediate call — offer 2-year contract discount
2253-KPMNB,Female,0,Yes,Yes,69,Two year,DSL,Bank transfer (automatic),46.25,3121.4,No,0.0122,No,Low,6.77,Standard engagement — quarterly check-in
1345-ZUKID,Male,0,No,No,14,One year,No,Mailed check,19.35,324.8,No,0.1592,No,Low,36.97,Standard engagement — quarterly check-in
6429-SHBCB,Male,0,No,No,19,Month-to-month,DSL,Mailed check,69.6,1394.55,No,0.6877,Yes,High,574.37,Send retention offer — add TechSupport bundle
9281-OFDMF,Male,1,No,No,39,Month-to-month,Fiber optic,Electronic check,90.7,3413.25,No,0.6889,Yes,High,749.8,Send retention offer — add TechSupport bundle
2603-HVKCG,Male,0,No,No,31,Month-to-month,Fiber optic,Electronic check,101.4,3143.65,No,0.7785,Yes,Critical,947.28,Immediate call — offer 2-year contract discount
1834-WULEG,Male,0,Yes,Yes,24,One year,No,Mailed check,20.25,439.75,No,0.093,No,Low,22.6,Standard engagement — quarterly check-in
9097-ZUBYC,Male,0,Yes,No,14,Month-to-month,DSL,Bank transfer (automatic),48.8,664.4,No,0.3733,No,Medium,218.6,Loyalty email — highlight service value
5148-ORICT,Female,0,Yes,No,64,Two year,DSL,Mailed check,74.35,4759.55,No,0.0348,No,Low,31.05,Standard engagement — quarterly check-in
4893-GYUJU,Female,0,No,No,50,One year,No,Mailed check,19.35,1033.0,No,0.057,No,Low,13.24,Standard engagement — quarterly check-in
4578-PHJYZ,Male,0,Yes,Yes,52,One year,DSL,Electronic check,68.75,3482.85,No,0.1053,No,Low,86.87,Standard engagement — quarterly check-in
7272-QDCKA,Male,0,No,No,28,One year,Fiber optic,Electronic check,100.2,2688.45,No,0.614,Yes,High,738.27,Send retention offer — add TechSupport bundle
8908-SLFCJ,Female,0,No,No,21,Two year,No,Credit card (automatic),20.85,435.25,No,0.0754,No,Low,18.87,Standard engagement — quarterly check-in
8393-DLHGA,Male,0,No,Yes,25,Month-to-month,Fiber optic,Electronic check,95.9,2448.75,Yes,0.7668,Yes,Critical,882.43,Immediate call — offer 2-year contract discount
9766-HGEDE,Female,0,Yes,No,17,One year,No,Mailed check,19.35,307.0,No,0.1426,No,Low,33.11,Standard engagement — quarterly check-in
6968-MHOMU,Male,0,Yes,No,58,One year,DSL,Credit card (automatic),45.0,2689.35,No,0.2785,No,Medium,150.39,Loyalty email — highlight service value
7395-IGJOS,Male,1,Yes,No,17,Month-to-month,Fiber optic,Bank transfer (automatic),81.5,1329.2,Yes,0.7672,Yes,Critical,750.32,Immediate call — offer 2-year contract discount
5044-XDPYX,Female,0,Yes,No,51,Two year,No,Mailed check,25.5,1281.25,No,0.0264,No,Low,8.08,Standard engagement — quarterly check-in
1814-WFGVS,Male,0,Yes,Yes,72,Two year,DSL,Mailed check,48.9,3527.0,No,0.0216,No,Low,12.67,Standard engagement — quarterly check-in
2834-SPCJV,Male,0,Yes,No,52,Month-to-month,Fiber optic,Electronic check,84.1,4348.65,Yes,0.4164,No,Medium,420.23,Loyalty email — highlight service value
3721-WKIIL,Female,0,No,No,27,Two year,No,Mailed check,19.6,561.15,No,0.0679,No,Low,15.97,Standard engagement — quarterly check-in
6734-CKRSM,Female,0,No,No,3,Month-to-month,No,Mailed check,20.0,63.6,No,0.384,No,Medium,92.16,Loyalty email — highlight service value
1265-ZFOSD,Female,0,Yes,No,64,Two year,DSL,Mailed check,81.3,5129.3,No,0.0499,No,Low,48.68,Standard engagement — quarterly check-in
6568-POCUI,Female,0,Yes,No,45,Two year,Fiber optic,Credit card (automatic),95.2,4285.8,No,0.2796,No,Medium,319.42,Loyalty email — highlight service value
7890-VYYWG,Male,1,Yes,No,3,Month-to-month,DSL,Mailed check,36.45,93.7,Yes,0.8683,Yes,Critical,379.79,Immediate call — offer 2-year contract discount
5197-LQXXH,Female,0,Yes,No,71,Two year,DSL,Credit card (automatic),83.3,5894.5,No,0.066,No,Low,65.97,Standard engagement — quarterly check-in
9907-SWKKF,Female,1,No,No,1,Month-to-month,DSL,Mailed check,25.05,25.05,Yes,0.7763,Yes,Critical,233.36,Immediate call — offer 2-year contract discount
3457-PQBYH,Female,0,Yes,Yes,58,Two year,No,Credit card (automatic),20.3,1160.75,No,0.0098,No,Low,2.39,Standard engagement — quarterly check-in
7682-AZNDK,Male,0,Yes,Yes,34,Month-to-month,Fiber optic,Electronic check,89.85,3091.75,No,0.6455,Yes,High,695.98,Send retention offer — add TechSupport bundle
0587-DMGBH,Female,0,No,No,8,Month-to-month,DSL,Electronic check,49.85,365.55,Yes,0.53,Yes,High,317.05,Send retention offer — add TechSupport bundle
5384-ZTTWP,Female,0,Yes,Yes,15,Month-to-month,No,Mailed check,19.8,272.95,No,0.2341,No,Low,55.62,Standard engagement — quarterly check-in
3745-HRPHI,Male,0,Yes,Yes,66,Two year,DSL,Bank transfer (automatic),54.65,3632.0,No,0.0458,No,Low,30.04,Standard engagement — quarterly check-in
7636-OWBPG,Male,1,No,No,12,Month-to-month,DSL,Credit card (automatic),29.35,381.2,No,0.7035,Yes,Critical,247.77,Immediate call — offer 2-year contract discount
1231-YNDEK,Male,0,No,No,58,Two year,No,Bank transfer (automatic),19.15,1035.5,No,0.0156,No,Low,3.58,Standard engagement — quarterly check-in
1407-DIGZV,Female,0,Yes,Yes,3,Two year,No,Mailed check,19.1,52.0,No,0.0973,No,Low,22.3,Standard engagement — quarterly check-in
6397-JNZZG,Female,1,Yes,No,43,Month-to-month,DSL,Credit card (automatic),55.55,2342.2,Yes,0.4957,No,Medium,330.43,Loyalty email — highlight service value
0570-BFQHT,Female,0,No,No,9,Month-to-month,Fiber optic,Electronic check,80.55,653.9,No,0.6988,Yes,High,675.46,Send retention offer — add TechSupport bundle
4393-OBCRR,Female,0,No,No,3,One year,No,Mailed check,20.25,71.2,No,0.2269,No,Low,55.14,Standard engagement — quarterly check-in
3523-QRQLL,Female,0,Yes,Yes,22,One year,DSL,Bank transfer (automatic),69.5,1498.2,Yes,0.3466,No,Medium,289.06,Loyalty email — highlight service value
8564-LDKFL,Male,0,Yes,No,40,One year,Fiber optic,Bank transfer (automatic),106.0,4178.65,No,0.6013,Yes,High,764.85,Send retention offer — add TechSupport bundle
3696-DFHHB,Female,0,No,No,68,Two year,No,Bank transfer (automatic),25.5,1821.8,No,0.0105,No,Low,3.21,Standard engagement — quarterly check-in
0895-DQHEW,Male,0,Yes,No,54,Month-to-month,Fiber optic,Electronic check,104.3,5278.15,Yes,0.705,Yes,Critical,882.38,Immediate call — offer 2-year contract discount
4717-GHADL,Female,0,No,No,50,Two year,DSL,Mailed check,79.6,4024.2,No,0.1362,No,Low,130.1,Standard engagement — quarterly check-in
5501-TVMGM,Male,0,No,No,1,Month-to-month,DSL,Electronic check,55.25,55.25,No,0.756,Yes,Critical,501.23,Immediate call — offer 2-year contract discount
5879-HMFFH,Female,0,Yes,No,72,Two year,DSL,Bank transfer (automatic),88.05,6520.8,No,0.0299,No,Low,31.59,Standard engagement — quarterly check-in
6772-WFQRD,Male,0,No,Yes,40,One year,No,Bank transfer (automatic),20.4,854.9,No,0.0558,No,Low,13.66,Standard engagement — quarterly check-in
3810-DVDQQ,Female,0,Yes,Yes,72,Two year,Fiber optic,Bank transfer (automatic),117.6,8308.9,No,0.1107,No,Low,156.22,Standard engagement — quarterly check-in
